reference_id,obs_index,quality_flag,obs_time,longitude,latitude,source_file,total_energy,total_Hs,total_Tp,total_Dp,total_m0,total_m1,total_m2,P1_energy,P1_Hs,P1_Tp,P1_Dp,P1_m0,P1_m1,P1_m2,P2_energy,P2_Hs,P2_Tp,P2_Dp,P2_m0,P2_m1,P2_m2,P3_energy,P3_Hs,P3_Tp,P3_Dp,P3_m0,P3_m1,P3_m2
51,223,0.0,2021-04-28T20:00:00Z,150.518356,26.868454,dataset-wav-sar-l3-spc-nrt-global-s1a_20210427T0600Z_20210526T1800Z_P20210517T0541Z_27-APR-2021-06H_lon_+158_lat_+41-rep.nc,0.569915,3.019708,14.835781,198.357071,0.569915,0.245364,0.107822,0.568054,3.014775,14.835781,198.357071,0.568054,0.244072,0.106918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
