reference_id,obs_time,longitude,latitude,source_file,total_energy,total_Hs,total_Tp,total_Dp,total_m0,total_m1,total_m2,P1_energy,P1_Hs,P1_Tp,P1_Dp,P1_m0,P1_m1,P1_m2,P2_energy,P2_Hs,P2_Tp,P2_Dp,P2_m0,P2_m1,P2_m2,P3_energy,P3_Hs,P3_Tp,P3_Dp,P3_m0,P3_m1,P3_m2
51,2021-04-28 20:00:00,150.518356,26.868450,ww3.surigae_sar51_2021_spec.nc,0.447508,2.675842,12.828951,185.816086,0.469720,0.337897,0.309530,0.386875,2.487971,12.828951,185.527832,0.386875,0.229071,0.149724,0.061284,0.990223,4.946115,267.449615,0.061284,0.091837,0.145980,0.010787,0.415444,9.638580,279.037201,0.010787,0.007287,0.005005
